1	2	32399.384557163
1	3	40153.580164158
1	4	19343.755250369
1	5	25702.713214324
1	6	52095.706509713
2	3	5444.156002116
2	4	56182.800257667
2	5	21218.634144738
2	6	56124.925274550
3	4	53135.089988617
3	5	14857.910608473
3	6	38056.782208702
4	5	16777.577789481
4	6	19109.406152407
5	6	8378.970491921
